f127.0.0.1:1111,127.0.0.1:2222	4220	0
f127.0.0.1:2222,127.0.0.1:1111	4220	1	0	24	4
f127.0.0.1:2222,127.0.0.1:1111	4226	0
f127.0.0.1:1111,127.0.0.1:2222	4226	1	25	0	3
f127.0.0.1:1111,127.0.0.1:2222	4226	2	26	0	3
f127.0.0.1:1111,127.0.0.1:2222	4231	1
f127.0.0.1:2222,127.0.0.1:1111	4231	2	0	25	4
f127.0.0.1:1111,127.0.0.1:2222	4234	1
f127.0.0.1:2222,127.0.0.1:1111	4235	2	0	26	4
f127.0.0.1:2222,127.0.0.1:1111	4237	1
f127.0.0.1:1111,127.0.0.1:2222	4237	2	27	0	3
f127.0.0.1:1111,127.0.0.1:2222	4241	1
f127.0.0.1:2222,127.0.0.1:1111	4241	2	0	27	4
f127.0.0.1:2222,127.0.0.1:1111	4246	1
f127.0.0.1:1111,127.0.0.1:2222	4246	2	28	0	3
f127.0.0.1:1111,127.0.0.1:2222	4246	3	29	0	3
f127.0.0.1:1111,127.0.0.1:2222	4250	2
f127.0.0.1:2222,127.0.0.1:1111	4251	3	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	4252	2
f127.0.0.1:1111,127.0.0.1:2222	4252	3	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	4254	2
f127.0.0.1:2222,127.0.0.1:1111	4254	3	0	29	4
f127.0.0.1:1111,127.0.0.1:2222	4260	2
f127.0.0.1:2222,127.0.0.1:1111	4261	3	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	4262	2
f127.0.0.1:1111,127.0.0.1:2222	4262	3	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	4262	2
f127.0.0.1:1111,127.0.0.1:2222	4262	-1	31	0
f127.0.0.1:2222,127.0.0.1:1111	4266	1
f127.0.0.1:1111,127.0.0.1:2222	4266	2	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	4266	3	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	4270	2
f127.0.0.1:2222,127.0.0.1:1111	4270	3	0	30	4
f127.0.0.1:1111,127.0.0.1:2222	4274	2
f127.0.0.1:2222,127.0.0.1:1111	4274	3	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	4277	2
f127.0.0.1:1111,127.0.0.1:2222	4277	3	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	4281	2
f127.0.0.1:2222,127.0.0.1:1111	4282	1
f127.0.0.1:2222,127.0.0.1:1111	4282	2	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	4291	1
f127.0.0.1:2222,127.0.0.1:1111	4293	0
f127.0.0.1:1111,127.0.0.1:2222	5277	1	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	5282	0
f127.0.0.1:2222,127.0.0.1:1111	5282	1	0	31	4
f127.0.0.1:2222,127.0.0.1:1111	5288	0
f127.0.0.1:1111,127.0.0.1:2222	5288	1	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	5288	2	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	5292	1
f127.0.0.1:2222,127.0.0.1:1111	5292	2	0	32	4
f127.0.0.1:1111,127.0.0.1:2222	5296	1
f127.0.0.1:2222,127.0.0.1:1111	5296	2	0	33	4
f127.0.0.1:2222,127.0.0.1:1111	5298	1
f127.0.0.1:1111,127.0.0.1:2222	5298	2	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	5302	1
f127.0.0.1:2222,127.0.0.1:1111	5302	2	0	34	4
f127.0.0.1:2222,127.0.0.1:1111	5307	1
f127.0.0.1:1111,127.0.0.1:2222	5307	2	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	5307	3	36	0	3
f127.0.0.1:1111,127.0.0.1:2222	5311	2
f127.0.0.1:2222,127.0.0.1:1111	5311	3	0	35	4
f127.0.0.1:2222,127.0.0.1:1111	5314	2
f127.0.0.1:1111,127.0.0.1:2222	5314	3	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	5315	2
f127.0.0.1:2222,127.0.0.1:1111	5315	3	0	36	4
f127.0.0.1:1111,127.0.0.1:2222	5322	2
f127.0.0.1:2222,127.0.0.1:1111	5322	3	0	37	4
f127.0.0.1:2222,127.0.0.1:1111	5322	2
f127.0.0.1:1111,127.0.0.1:2222	5322	3	38	0	3
f127.0.0.1:1111,127.0.0.1:2222	5326	2
f127.0.0.1:2222,127.0.0.1:1111	5327	1
f127.0.0.1:1111,127.0.0.1:2222	5327	2	39	0	3
f127.0.0.1:1111,127.0.0.1:2222	5327	3	40	0	3
f127.0.0.1:2222,127.0.0.1:1111	5327	4	0	38	4
f127.0.0.1:1111,127.0.0.1:2222	5331	3
f127.0.0.1:2222,127.0.0.1:1111	5331	4	0	39	4
f127.0.0.1:2222,127.0.0.1:1111	5331	3
f127.0.0.1:2222,127.0.0.1:1111	5331	-1	0	39
f127.0.0.1:1111,127.0.0.1:2222	5335	2
f127.0.0.1:2222,127.0.0.1:1111	5335	3	0	40	4
f127.0.0.1:2222,127.0.0.1:1111	5338	2
f127.0.0.1:2222,127.0.0.1:1111	5339	1
f127.0.0.1:1111,127.0.0.1:2222	5339	2	41	0	3
f127.0.0.1:1111,127.0.0.1:2222	5339	3	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	5339	2
f127.0.0.1:1111,127.0.0.1:2222	5339	-1	42	0
f127.0.0.1:1111,127.0.0.1:2222	5343	1
f127.0.0.1:2222,127.0.0.1:1111	5343	2	0	41	4
f127.0.0.1:2222,127.0.0.1:1111	5343	1
f127.0.0.1:2222,127.0.0.1:1111	5343	-1	0	41
f127.0.0.1:2222,127.0.0.1:1111	5352	0
f127.0.0.1:1111,127.0.0.1:2222	5352	1	43	0	3
f127.0.0.1:1111,127.0.0.1:2222	5352	2	44	0	3
f127.0.0.1:1111,127.0.0.1:2222	5352	3	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	5356	2
f127.0.0.1:2222,127.0.0.1:1111	5356	3	0	41	4
f127.0.0.1:1111,127.0.0.1:2222	5360	2
f127.0.0.1:2222,127.0.0.1:1111	5360	3	0	41	4
f127.0.0.1:2222,127.0.0.1:1111	5362	2
f127.0.0.1:1111,127.0.0.1:2222	5362	3	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	5364	2
f127.0.0.1:2222,127.0.0.1:1111	5364	3	0	41	4
f127.0.0.1:1111,127.0.0.1:2222	5370	2
f127.0.0.1:2222,127.0.0.1:1111	5370	3	0	41	4
f127.0.0.1:2222,127.0.0.1:1111	5372	2
f127.0.0.1:2222,127.0.0.1:1111	5376	1
f127.0.0.1:2222,127.0.0.1:1111	5387	0
f127.0.0.1:1111,127.0.0.1:2222	6362	1	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	6366	0
f127.0.0.1:2222,127.0.0.1:1111	6367	1	0	42	4
f127.0.0.1:2222,127.0.0.1:1111	6367	0
f127.0.0.1:2222,127.0.0.1:1111	6367	-1	0	42
f127.0.0.1:1111,127.0.0.1:2222	7362	1	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	7362	0
f127.0.0.1:1111,127.0.0.1:2222	7362	-1	42	0
f127.0.0.1:1111,127.0.0.1:2222	8362	1	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	8367	0
f127.0.0.1:2222,127.0.0.1:1111	8367	1	0	42	4
f127.0.0.1:2222,127.0.0.1:1111	8373	0
f127.0.0.1:1111,127.0.0.1:2222	8373	1	43	0	3
f127.0.0.1:1111,127.0.0.1:2222	8373	2	44	0	3
f127.0.0.1:1111,127.0.0.1:2222	8377	1
f127.0.0.1:2222,127.0.0.1:1111	8377	2	0	43	4
f127.0.0.1:1111,127.0.0.1:2222	8381	1
f127.0.0.1:2222,127.0.0.1:1111	8381	2	0	44	4
f127.0.0.1:2222,127.0.0.1:1111	8383	1
f127.0.0.1:1111,127.0.0.1:2222	8383	2	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	8387	1
f127.0.0.1:2222,127.0.0.1:1111	8387	2	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	8392	1
f127.0.0.1:1111,127.0.0.1:2222	8392	2	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	8392	3	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	8396	2
f127.0.0.1:2222,127.0.0.1:1111	8397	3	0	46	4
f127.0.0.1:2222,127.0.0.1:1111	8399	2
f127.0.0.1:1111,127.0.0.1:2222	8399	3	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	8399	2
f127.0.0.1:1111,127.0.0.1:2222	8399	-1	48	0
f127.0.0.1:1111,127.0.0.1:2222	8401	1
f127.0.0.1:2222,127.0.0.1:1111	8401	2	0	47	4
f127.0.0.1:2222,127.0.0.1:1111	8408	1
f127.0.0.1:1111,127.0.0.1:2222	8408	2	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	8412	1
f127.0.0.1:2222,127.0.0.1:1111	8412	0
f127.0.0.1:2222,127.0.0.1:1111	8412	1	0	47	4
f127.0.0.1:1111,127.0.0.1:2222	8412	2	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	8412	3	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	8417	2
f127.0.0.1:2222,127.0.0.1:1111	8417	3	0	47	4
f127.0.0.1:2222,127.0.0.1:1111	8418	2
f127.0.0.1:1111,127.0.0.1:2222	8420	1
f127.0.0.1:2222,127.0.0.1:1111	8421	2	0	47	4
f127.0.0.1:2222,127.0.0.1:1111	8428	1
f127.0.0.1:2222,127.0.0.1:1111	8432	0
f127.0.0.1:1111,127.0.0.1:2222	9412	1	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	9416	0
f127.0.0.1:2222,127.0.0.1:1111	9417	1	0	48	4
f127.0.0.1:2222,127.0.0.1:1111	9422	0
f127.0.0.1:1111,127.0.0.1:2222	9423	1	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	9423	2	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	9427	1
f127.0.0.1:2222,127.0.0.1:1111	9427	2	0	49	4
f127.0.0.1:2222,127.0.0.1:1111	9427	1
f127.0.0.1:2222,127.0.0.1:1111	9427	-1	0	49
f127.0.0.1:1111,127.0.0.1:2222	9431	0
f127.0.0.1:2222,127.0.0.1:1111	9431	1	0	50	4
f127.0.0.1:2222,127.0.0.1:1111	9437	0
f127.0.0.1:1111,127.0.0.1:2222	9437	1	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	9437	2	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	9437	3	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	9441	2
f127.0.0.1:2222,127.0.0.1:1111	9442	3	0	51	4
f127.0.0.1:1111,127.0.0.1:2222	9445	2
f127.0.0.1:2222,127.0.0.1:1111	9445	3	0	52	4
f127.0.0.1:2222,127.0.0.1:1111	9447	2
f127.0.0.1:1111,127.0.0.1:2222	9448	3	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	9449	2
f127.0.0.1:2222,127.0.0.1:1111	9449	3	0	53	4
f127.0.0.1:1111,127.0.0.1:2222	9456	2
f127.0.0.1:2222,127.0.0.1:1111	9456	3	0	54	4
f127.0.0.1:2222,127.0.0.1:1111	9457	2
f127.0.0.1:1111,127.0.0.1:2222	9457	3	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	9461	2
f127.0.0.1:2222,127.0.0.1:1111	9461	1
f127.0.0.1:1111,127.0.0.1:2222	9461	2	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	9461	3	57	0	3
f127.0.0.1:2222,127.0.0.1:1111	9461	4	0	55	4
f127.0.0.1:1111,127.0.0.1:2222	9465	3
f127.0.0.1:2222,127.0.0.1:1111	9465	4	0	56	4
f127.0.0.1:1111,127.0.0.1:2222	9469	3
f127.0.0.1:2222,127.0.0.1:1111	9469	4	0	57	4
f127.0.0.1:2222,127.0.0.1:1111	9472	3
f127.0.0.1:2222,127.0.0.1:1111	9472	2
f127.0.0.1:1111,127.0.0.1:2222	9472	3	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	9473	4	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	9477	3
f127.0.0.1:2222,127.0.0.1:1111	9477	4	0	58	4
f127.0.0.1:1111,127.0.0.1:2222	9481	3
f127.0.0.1:2222,127.0.0.1:1111	9481	4	0	59	4
f127.0.0.1:2222,127.0.0.1:1111	9482	3
f127.0.0.1:1111,127.0.0.1:2222	9482	4	60	0	3
f127.0.0.1:1111,127.0.0.1:2222	9486	3
f127.0.0.1:2222,127.0.0.1:1111	9487	4	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	9491	3
f127.0.0.1:1111,127.0.0.1:2222	9491	4	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	9491	3
f127.0.0.1:1111,127.0.0.1:2222	9491	-1	61	0
f127.0.0.1:1111,127.0.0.1:2222	9491	4	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	9491	3
f127.0.0.1:1111,127.0.0.1:2222	9491	-1	62	0
f127.0.0.1:2222,127.0.0.1:1111	9493	2
f127.0.0.1:1111,127.0.0.1:2222	9494	3	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	9498	2
f127.0.0.1:2222,127.0.0.1:1111	9498	3	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	9498	2
f127.0.0.1:2222,127.0.0.1:1111	9498	-1	0	60
f127.0.0.1:2222,127.0.0.1:1111	9503	1
f127.0.0.1:1111,127.0.0.1:2222	9503	2	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	9507	1
f127.0.0.1:2222,127.0.0.1:1111	9508	2	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	9509	1
f127.0.0.1:1111,127.0.0.1:2222	9509	2	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	9513	1
f127.0.0.1:2222,127.0.0.1:1111	9513	2	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	9519	1
f127.0.0.1:2222,127.0.0.1:1111	9524	0
f127.0.0.1:1111,127.0.0.1:2222	10509	1	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	10513	0
f127.0.0.1:2222,127.0.0.1:1111	10513	1	0	61	4
f127.0.0.1:2222,127.0.0.1:1111	10519	0
f127.0.0.1:1111,127.0.0.1:2222	10519	1	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	10519	0
f127.0.0.1:1111,127.0.0.1:2222	10519	-1	62	0
f127.0.0.1:1111,127.0.0.1:2222	10519	1	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	10523	0
f127.0.0.1:2222,127.0.0.1:1111	10523	1	0	61	4
f127.0.0.1:2222,127.0.0.1:1111	10529	0
f127.0.0.1:1111,127.0.0.1:2222	11519	1	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	11523	0
f127.0.0.1:2222,127.0.0.1:1111	11523	1	0	62	4
f127.0.0.1:2222,127.0.0.1:1111	11529	0
f127.0.0.1:1111,127.0.0.1:2222	11529	1	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	11530	2	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	11530	1
f127.0.0.1:1111,127.0.0.1:2222	11530	-1	64	0
f127.0.0.1:1111,127.0.0.1:2222	11534	0
f127.0.0.1:2222,127.0.0.1:1111	11534	1	0	63	4
f127.0.0.1:2222,127.0.0.1:1111	11540	0
f127.0.0.1:1111,127.0.0.1:2222	11540	1	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	11545	0
f127.0.0.1:2222,127.0.0.1:1111	11545	1	0	63	4
f127.0.0.1:2222,127.0.0.1:1111	11551	0
f127.0.0.1:1111,127.0.0.1:2222	12540	1	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	12545	0
f127.0.0.1:2222,127.0.0.1:1111	12545	1	0	64	4
f127.0.0.1:2222,127.0.0.1:1111	12551	0
f127.0.0.1:1111,127.0.0.1:2222	12551	1	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	12551	2	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	12555	1
f127.0.0.1:2222,127.0.0.1:1111	12555	2	0	65	4
f127.0.0.1:1111,127.0.0.1:2222	12559	1
f127.0.0.1:2222,127.0.0.1:1111	12559	2	0	66	4
f127.0.0.1:2222,127.0.0.1:1111	12559	1
f127.0.0.1:2222,127.0.0.1:1111	12559	-1	0	66
f127.0.0.1:2222,127.0.0.1:1111	12561	0
f127.0.0.1:1111,127.0.0.1:2222	12561	1	67	0	3
f127.0.0.1:1111,127.0.0.1:2222	12565	0
f127.0.0.1:2222,127.0.0.1:1111	12565	1	0	67	4
f127.0.0.1:2222,127.0.0.1:1111	12571	0
f127.0.0.1:1111,127.0.0.1:2222	12571	1	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	12571	2	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	12571	3	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	12571	2
f127.0.0.1:1111,127.0.0.1:2222	12571	-1	70	0
f127.0.0.1:1111,127.0.0.1:2222	12575	1
f127.0.0.1:2222,127.0.0.1:1111	12576	2	0	68	4
f127.0.0.1:1111,127.0.0.1:2222	12579	1
f127.0.0.1:2222,127.0.0.1:1111	12579	2	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	12579	1
f127.0.0.1:2222,127.0.0.1:1111	12579	-1	0	69
f127.0.0.1:2222,127.0.0.1:1111	12582	0
f127.0.0.1:1111,127.0.0.1:2222	12582	1	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	12586	0
f127.0.0.1:2222,127.0.0.1:1111	12586	1	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	12592	0
f127.0.0.1:1111,127.0.0.1:2222	12592	1	72	0	3
f127.0.0.1:1111,127.0.0.1:2222	12592	0
f127.0.0.1:1111,127.0.0.1:2222	12592	-1	72	0
f127.0.0.1:1111,127.0.0.1:2222	13592	1	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	13596	0
f127.0.0.1:2222,127.0.0.1:1111	13626	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	13632	0
f127.0.0.1:1111,127.0.0.1:2222	13632	1	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	13632	2	72	0	3
f127.0.0.1:1111,127.0.0.1:2222	13636	1
